"data_type","domain_category","domain_name","report_year","date","variable","median","lower","upper","project_code","depth","reef_zone","shelf","mean","count_group","series"
"photo-transect","reef","Knife Reef","2006","2006.726027397260274","MACROALGAE","2.3475977859417743","1.4676751543471398","3.3353997585608988","LTMP","9","_"," ","2.3803754952691873","null","9.0m"
"photo-transect","reef","Knife Reef","2008","2008.3780821917808219","MACROALGAE","2.5747839586209174","1.5927410151239236","3.677831008213194","LTMP","9","_"," ","2.623395618615252","null","9.0m"
"photo-transect","reef","Knife Reef","2010","2010.273972602739726","MACROALGAE","4.756615180023694","3.4541513206409955","6.718106946994822","LTMP","9","_"," ","4.809757045270043","null","9.0m"
"photo-transect","reef","Knife Reef","2012","2012.3095890410958904","MACROALGAE","0.8614741172272798","0.4853820078483337","1.4742351189582104","LTMP","9","_"," ","0.9016652359804813","null","9.0m"
"photo-transect","reef","Knife Reef","2014","2014.33972602739726027","MACROALGAE","2.7075721764847627","1.6800400716277617","3.8075687156244937","LTMP","9","_"," ","2.7617483323439362","null","9.0m"
"photo-transect","reef","Knife Reef","2016","2016.3424657534246575","MACROALGAE","0.8843798399338487","0.4948126364367334","1.4729039570353706","LTMP","9","_"," ","0.9254868161281191","null","9.0m"
"photo-transect","reef","Knife Reef","2018","2018.3095890410958904","MACROALGAE","1.577433547057741","0.9641636425190283","2.3815358308634322","LTMP","9","_"," ","1.6333335043722925","null","9.0m"
"photo-transect","reef","Knife Reef","2020","2020.40821917808219177","MACROALGAE","1.155932013051481","0.6363626150663146","1.7728432936865663","LTMP","9","_"," ","1.1776471981645407","null","9.0m"
"photo-transect","reef","Knife Reef","2022","2022.16986301369863013","MACROALGAE","0.9467528398625427","0.5066268841137483","1.53879163237028","LTMP","9","_"," ","0.9856229310045216","null","9.0m"
"photo-transect","reef","Knife Reef","2023","2023.34794520547945207","MACROALGAE","1.9323550230666655","1.2153557636888443","2.8823595038339556","LTMP","9","_"," ","1.9988806308678566","null","9.0m"
"photo-transect","reef","Knife Reef","2024","2024.42191780821917807","MACROALGAE","1.680874626148806","0.9274511530073516","2.4837387517948732","LTMP","9","_"," ","1.7291026628901056","null","9.0m"
"photo-transect","reef","Knife Reef","2025","2025.36712328767123287","MACROALGAE","1.9614894176818438","1.23594611434637","2.940932738767089","LTMP","9","_"," ","2.0143022581956953","null","9.0m"
