"data_type","domain_category","domain_name","report_year","date","variable","median","lower","upper","project_code","depth","reef_zone","shelf","mean","count_group","series"
"photo-transect","reef","Dip Reef","1993","1992.6246575342465753","MACROALGAE","10.837412750471834","7.07638452023983","16.03501200817793","LTMP","9","_"," ","11.14468126271517","null","9.0m"
"photo-transect","reef","Dip Reef","1995","1995.27671232876712326","MACROALGAE","4.22264422534864","2.605985727992518","6.482605226440123","LTMP","9","_"," ","4.3454192940436025","null","9.0m"
"photo-transect","reef","Dip Reef","1996","1996.3150684931506849","MACROALGAE","6.69035854744679","4.345241534506869","9.693040138759438","LTMP","9","_"," ","6.8779048710689645","null","9.0m"
"photo-transect","reef","Dip Reef","1997","1997.23835616438356164","MACROALGAE","5.271601737014797","3.3454404018894","7.8813432317178576","LTMP","9","_"," ","5.462121621593092","null","9.0m"
"photo-transect","reef","Dip Reef","1998","1998.3315068493150685","MACROALGAE","6.290239337849368","4.37030144525156","9.607591482474763","LTMP","9","_"," ","6.423288909150898","null","9.0m"
"photo-transect","reef","Dip Reef","1999","1999.3150684931506849","MACROALGAE","4.646008821469509","2.862631509530271","7.267289894108149","LTMP","9","_"," ","4.7863121657159065","null","9.0m"
"photo-transect","reef","Dip Reef","2000","2000.33424657534246577","MACROALGAE","6.573671091496543","3.890485238041534","9.996843231708926","LTMP","9","_"," ","6.680438518119941","null","9.0m"
"photo-transect","reef","Dip Reef","2001","2001.3315068493150685","MACROALGAE","8.72067027695709","5.447134743555352","12.392516816873503","LTMP","9","_"," ","8.89073974075565","null","9.0m"
"photo-transect","reef","Dip Reef","2002","2002.10684931506849316","MACROALGAE","7.7644842380139165","5.183276892569834","11.201394215808822","LTMP","9","_"," ","7.921226310160394","null","9.0m"
"photo-transect","reef","Dip Reef","2003","2003.20821917808219179","MACROALGAE","7.137318822080463","4.598915890829082","10.121087079165205","LTMP","9","_"," ","7.221037101180078","null","9.0m"
"photo-transect","reef","Dip Reef","2004","2004.32602739726027397","MACROALGAE","3.178050356853445","1.8412590770014072","5.046016706506971","LTMP","9","_"," ","3.307764409925911","null","9.0m"
"photo-transect","reef","Dip Reef","2005","2005.3315068493150685","MACROALGAE","3.028617971961102","1.6290503817137467","4.740421668058989","LTMP","9","_"," ","3.1517578492402576","null","9.0m"
"photo-transect","reef","Dip Reef","2007","2007.38082191780821917","MACROALGAE","7.877540414082154","5.0266244556753295","11.234716592264242","LTMP","9","_"," ","7.9887524875703555","null","9.0m"
"photo-transect","reef","Dip Reef","2009","2009.3287671232876712","MACROALGAE","3.320406328117172","1.9797181229923684","5.281263264134135","LTMP","9","_"," ","3.433230857995865","null","9.0m"
"photo-transect","reef","Dip Reef","2011","2011.3315068493150685","MACROALGAE","2.4150614392400063","1.4239295198396573","3.8871814545243417","LTMP","9","_"," ","2.522310998532548","null","9.0m"
"photo-transect","reef","Dip Reef","2013","2013.38904109589041097","MACROALGAE","3.1076354123279684","1.855047121016633","4.54252936333541","LTMP","9","_"," ","3.1790076695466873","null","9.0m"
"photo-transect","reef","Dip Reef","2015","2015.33972602739726027","MACROALGAE","2.62980514611372","1.5538462783244085","4.121941347929938","LTMP","9","_"," ","2.7093641268380693","null","9.0m"
"photo-transect","reef","Dip Reef","2017","2017.35342465753424657","MACROALGAE","3.11381844552142","1.8307898965795748","4.986464268574068","LTMP","9","_"," ","3.2439206130690534","null","9.0m"
"photo-transect","reef","Dip Reef","2019","2019.4191780821917808","MACROALGAE","4.740067357897096","2.859395749177958","6.959185115732977","LTMP","9","_"," ","4.82614600383654","null","9.0m"
"photo-transect","reef","Dip Reef","2021","2021.24383561643835616","MACROALGAE","4.954167999668786","2.9768720372019724","7.184868085241115","LTMP","9","_"," ","5.008883024783796","null","9.0m"
"photo-transect","reef","Dip Reef","2022","2022.16712328767123288","MACROALGAE","3.194825312684922","1.9232206367583178","5.111238358736181","LTMP","9","_"," ","3.3194450982893553","null","9.0m"
"photo-transect","reef","Dip Reef","2023","2023.20273972602739726","MACROALGAE","3.7431450251804166","2.2881377340664666","5.638204816685177","LTMP","9","_"," ","3.8352232379672335","null","9.0m"
"photo-transect","reef","Dip Reef","2024","2024.4273972602739726","MACROALGAE","4.12406603395644","2.6128279269596275","6.316577421795842","LTMP","9","_"," ","4.248138202421319","null","9.0m"
"photo-transect","reef","Dip Reef","2025","2025.2547945205479452","MACROALGAE","3.5483859833740543","2.149697402772693","5.483876582886203","LTMP","9","_"," ","3.670484138620044","null","9.0m"
